participant, age, gender, handedness, block_number, stim1, stim2, stim3, stim4, stimulus, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, resp
20,21,female,right,1,images/PICTURE_122.png,images/PICTURE_417.png,images/PICTURE_88.png,images/PICTURE_500.png,<div><img width = '150' height = '150' src = 'images/PICTURE_500.png'></img></div>,k,K,TRUE,770,9835,1982,119163,undefined,undefined
20,21,female,right,2,images/PICTURE_505.png,images/PICTURE_14.png,images/PICTURE_141.png,images/PICTURE_668.png,<div><img width = '150' height = '150' src = 'images/PICTURE_14.png'></img></div>,f,F,TRUE,727,7185,582,129722,undefined,undefined
20,21,female,right,3,images/PICTURE_750.png,images/PICTURE_654.png,images/PICTURE_110.png,images/PICTURE_216.png,<div><img width = '150' height = '150' src = 'images/PICTURE_750.png'></img></div>,d,D,TRUE,1890,6499,1158,141333,undefined,undefined
20,21,female,right,4,images/PICTURE_221.png,images/PICTURE_163.png,images/PICTURE_18.png,images/PICTURE_637.png,<div><img width = '150' height = '150' src = 'images/PICTURE_18.png'></img></div>,j,J,TRUE,978,21218,571,166158,undefined,undefined
20,21,female,right,5,images/PICTURE_249.png,images/PICTURE_237.png,images/PICTURE_614.png,images/PICTURE_426.png,<div><img width = '150' height = '150' src = 'images/PICTURE_426.png'></img></div>,j,K,FALSE,598,3298,905,173008,undefined,undefined
20,21,female,right,6,images/PICTURE_693.png,images/PICTURE_164.png,images/PICTURE_475.png,images/PICTURE_384.png,<div><img width = '150' height = '150' src = 'images/PICTURE_164.png'></img></div>,f,F,TRUE,796,3998,595,180464,undefined,undefined
20,21,female,right,7,images/PICTURE_37.png,images/PICTURE_467.png,images/PICTURE_229.png,images/PICTURE_360.png,<div><img width = '150' height = '150' src = 'images/PICTURE_229.png'></img></div>,j,J,TRUE,495,3534,877,187418,undefined,undefined
20,21,female,right,8,images/PICTURE_423.png,images/PICTURE_333.png,images/PICTURE_721.png,images/PICTURE_671.png,<div><img width = '150' height = '150' src = 'images/PICTURE_423.png'></img></div>,d,D,TRUE,389,7678,744,198279,undefined,undefined
20,21,female,right,9,images/PICTURE_697.png,images/PICTURE_335.png,images/PICTURE_59.png,images/PICTURE_316.png,<div><img width = '150' height = '150' src = 'images/PICTURE_335.png'></img></div>,f,F,TRUE,400,6666,994,208395,undefined,undefined
20,21,female,right,10,images/PICTURE_695.png,images/PICTURE_209.png,images/PICTURE_321.png,images/PICTURE_707.png,<div><img width = '150' height = '150' src = 'images/PICTURE_695.png'></img></div>,d,D,TRUE,490,4051,801,215784,undefined,undefined
20,21,female,right,11,images/PICTURE_62.png,images/PICTURE_361.png,images/PICTURE_19.png,images/PICTURE_488.png,<div><img width = '150' height = '150' src = 'images/PICTURE_488.png'></img></div>,k,K,TRUE,350,3174,1226,222587,undefined,undefined
20,21,female,right,12,images/PICTURE_479.png,images/PICTURE_92.png,images/PICTURE_541.png,images/PICTURE_635.png,<div><img width = '150' height = '150' src = 'images/PICTURE_479.png'></img></div>,d,D,TRUE,396,4278,1260,230573,undefined,undefined
20,21,female,right,13,images/PICTURE_120.png,images/PICTURE_57.png,images/PICTURE_256.png,images/PICTURE_293.png,<div><img width = '150' height = '150' src = 'images/PICTURE_293.png'></img></div>,k,K,TRUE,472,5918,794,239820,undefined,undefined
20,21,female,right,14,images/PICTURE_679.png,images/PICTURE_652.png,images/PICTURE_89.png,images/PICTURE_301.png,<div><img width = '150' height = '150' src = 'images/PICTURE_679.png'></img></div>,d,D,TRUE,269,3237,1146,246538,undefined,undefined
20,21,female,right,15,images/PICTURE_76.png,images/PICTURE_196.png,images/PICTURE_728.png,images/PICTURE_540.png,<div><img width = '150' height = '150' src = 'images/PICTURE_728.png'></img></div>,j,J,TRUE,302,4408,429,253735,undefined,undefined
20,21,female,right,16,images/PICTURE_518.png,images/PICTURE_273.png,images/PICTURE_527.png,images/PICTURE_460.png,<div><img width = '150' height = '150' src = 'images/PICTURE_273.png'></img></div>,f,F,TRUE,381,8918,371,265460,undefined,undefined
20,21,female,right,17,images/PICTURE_32.png,images/PICTURE_15.png,images/PICTURE_130.png,images/PICTURE_145.png,<div><img width = '150' height = '150' src = 'images/PICTURE_15.png'></img></div>,f,F,TRUE,335,4036,381,272268,undefined,undefined
20,21,female,right,18,images/PICTURE_99.png,images/PICTURE_523.png,images/PICTURE_409.png,images/PICTURE_93.png,<div><img width = '150' height = '150' src = 'images/PICTURE_523.png'></img></div>,f,F,TRUE,316,5916,543,281095,undefined,undefined
