participant, age, gender, handedness, block_number, stim1, stim2, stim3, stim4, stimulus, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, resp
56,27,female,right,1,images/PICTURE_226.png,images/PICTURE_220.png,images/PICTURE_193.png,images/PICTURE_358.png,<div><img width = '150' height = '150' src = 'images/PICTURE_226.png'></img></div>,d,D,TRUE,1510,8408,925,203192,undefined,undefined
56,27,female,right,2,images/PICTURE_219.png,images/PICTURE_566.png,images/PICTURE_324.png,images/PICTURE_383.png,<div><img width = '150' height = '150' src = 'images/PICTURE_219.png'></img></div>,d,D,TRUE,982,8539,1101,215824,undefined,undefined
56,27,female,right,3,images/PICTURE_235.png,images/PICTURE_500.png,images/PICTURE_460.png,images/PICTURE_14.png,<div><img width = '150' height = '150' src = 'images/PICTURE_460.png'></img></div>,j,J,TRUE,1391,3694,1112,224033,undefined,undefined
56,27,female,right,4,images/PICTURE_176.png,images/PICTURE_719.png,images/PICTURE_687.png,images/PICTURE_647.png,<div><img width = '150' height = '150' src = 'images/PICTURE_687.png'></img></div>,j,J,TRUE,1675,6819,993,235529,undefined,undefined
56,27,female,right,5,images/PICTURE_637.png,images/PICTURE_638.png,images/PICTURE_160.png,images/PICTURE_110.png,<div><img width = '150' height = '150' src = 'images/PICTURE_638.png'></img></div>,f,F,TRUE,553,3516,833,242441,undefined,undefined
56,27,female,right,6,images/PICTURE_655.png,images/PICTURE_615.png,images/PICTURE_546.png,images/PICTURE_156.png,<div><img width = '150' height = '150' src = 'images/PICTURE_615.png'></img></div>,f,F,TRUE,631,5739,573,251393,undefined,undefined
56,27,female,right,7,images/PICTURE_336.png,images/PICTURE_365.png,images/PICTURE_2.png,images/PICTURE_369.png,<div><img width = '150' height = '150' src = 'images/PICTURE_2.png'></img></div>,j,J,TRUE,406,3997,1281,259106,undefined,undefined
56,27,female,right,8,images/PICTURE_359.png,images/PICTURE_67.png,images/PICTURE_315.png,images/PICTURE_390.png,<div><img width = '150' height = '150' src = 'images/PICTURE_359.png'></img></div>,d,D,TRUE,906,2634,648,265306,undefined,undefined
56,27,female,right,9,images/PICTURE_634.png,images/PICTURE_479.png,images/PICTURE_583.png,images/PICTURE_379.png,<div><img width = '150' height = '150' src = 'images/PICTURE_583.png'></img></div>,d,J,FALSE,592,4138,1477,273522,undefined,undefined
56,27,female,right,10,images/PICTURE_52.png,images/PICTURE_633.png,images/PICTURE_505.png,images/PICTURE_72.png,<div><img width = '150' height = '150' src = 'images/PICTURE_505.png'></img></div>,j,J,TRUE,711,9586,1325,287153,undefined,undefined
56,27,female,right,11,images/PICTURE_152.png,images/PICTURE_33.png,images/PICTURE_322.png,images/PICTURE_419.png,<div><img width = '150' height = '150' src = 'images/PICTURE_419.png'></img></div>,k,K,TRUE,455,5742,1197,296557,undefined,undefined
56,27,female,right,12,images/PICTURE_238.png,images/PICTURE_665.png,images/PICTURE_525.png,images/PICTURE_92.png,<div><img width = '150' height = '150' src = 'images/PICTURE_238.png'></img></div>,d,D,TRUE,363,7566,643,307141,undefined,undefined
56,27,female,right,13,images/PICTURE_96.png,images/PICTURE_527.png,images/PICTURE_78.png,images/PICTURE_234.png,<div><img width = '150' height = '150' src = 'images/PICTURE_78.png'></img></div>,j,J,TRUE,353,3742,833,314081,undefined,undefined
56,27,female,right,14,images/PICTURE_668.png,images/PICTURE_200.png,images/PICTURE_437.png,images/PICTURE_38.png,<div><img width = '150' height = '150' src = 'images/PICTURE_437.png'></img></div>,j,J,TRUE,640,6738,1029,324497,undefined,undefined
56,27,female,right,15,images/PICTURE_178.png,images/PICTURE_672.png,images/PICTURE_663.png,images/PICTURE_36.png,<div><img width = '150' height = '150' src = 'images/PICTURE_36.png'></img></div>,k,K,TRUE,960,6962,653,335082,undefined,undefined
56,27,female,right,16,images/PICTURE_744.png,images/PICTURE_232.png,images/PICTURE_174.png,images/PICTURE_482.png,<div><img width = '150' height = '150' src = 'images/PICTURE_232.png'></img></div>,f,F,TRUE,455,3782,776,342105,undefined,undefined
56,27,female,right,17,images/PICTURE_628.png,images/PICTURE_734.png,images/PICTURE_256.png,images/PICTURE_316.png,<div><img width = '150' height = '150' src = 'images/PICTURE_316.png'></img></div>,d,K,FALSE,476,4691,896,350177,undefined,undefined
