participant, age, gender, handedness, block_number, stim1, stim2, stim3, stim4, stimulus, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, resp
5,23,female,right,1,images/PICTURE_256.png,images/PICTURE_505.png,images/PICTURE_484.png,images/PICTURE_235.png,<div><img width = '150' height = '150' src = 'images/PICTURE_505.png'></img></div>,d,F,FALSE,2370,15453,996,172673,undefined,undefined
5,23,female,right,2,images/PICTURE_346.png,images/PICTURE_715.png,images/PICTURE_416.png,images/PICTURE_425.png,<div><img width = '150' height = '150' src = 'images/PICTURE_346.png'></img></div>,j,D,FALSE,1148,2721,7513,186074,undefined,undefined
5,23,female,right,3,images/PICTURE_457.png,images/PICTURE_119.png,images/PICTURE_152.png,images/PICTURE_596.png,<div><img width = '150' height = '150' src = 'images/PICTURE_457.png'></img></div>,d,D,TRUE,4129,25054,703,217976,undefined,undefined
5,23,female,right,4,images/PICTURE_236.png,images/PICTURE_633.png,images/PICTURE_598.png,images/PICTURE_308.png,<div><img width = '150' height = '150' src = 'images/PICTURE_598.png'></img></div>,j,J,TRUE,1109,11219,835,233158,undefined,undefined
5,23,female,right,5,images/PICTURE_145.png,images/PICTURE_373.png,images/PICTURE_668.png,images/PICTURE_541.png,<div><img width = '150' height = '150' src = 'images/PICTURE_541.png'></img></div>,k,K,TRUE,791,9161,878,246003,undefined,undefined
5,23,female,right,6,images/PICTURE_386.png,images/PICTURE_563.png,images/PICTURE_63.png,images/PICTURE_703.png,<div><img width = '150' height = '150' src = 'images/PICTURE_563.png'></img></div>,f,F,TRUE,678,11426,572,260693,undefined,undefined
5,23,female,right,7,images/PICTURE_406.png,images/PICTURE_255.png,images/PICTURE_397.png,images/PICTURE_76.png,<div><img width = '150' height = '150' src = 'images/PICTURE_76.png'></img></div>,k,K,TRUE,609,5115,2247,270684,undefined,undefined
5,23,female,right,8,images/PICTURE_647.png,images/PICTURE_547.png,images/PICTURE_79.png,images/PICTURE_15.png,<div><img width = '150' height = '150' src = 'images/PICTURE_647.png'></img></div>,d,D,TRUE,575,12867,784,286927,undefined,undefined
5,23,female,right,9,images/PICTURE_637.png,images/PICTURE_361.png,images/PICTURE_518.png,images/PICTURE_392.png,<div><img width = '150' height = '150' src = 'images/PICTURE_518.png'></img></div>,j,J,TRUE,467,12147,1444,303001,undefined,undefined
5,23,female,right,10,images/PICTURE_147.png,images/PICTURE_677.png,images/PICTURE_327.png,images/PICTURE_277.png,<div><img width = '150' height = '150' src = 'images/PICTURE_327.png'></img></div>,j,J,TRUE,485,8933,943,315377,undefined,undefined
5,23,female,right,11,images/PICTURE_72.png,images/PICTURE_154.png,images/PICTURE_69.png,images/PICTURE_80.png,<div><img width = '150' height = '150' src = 'images/PICTURE_69.png'></img></div>,j,J,TRUE,654,11019,967,330037,undefined,undefined
5,23,female,right,12,images/PICTURE_583.png,images/PICTURE_304.png,images/PICTURE_718.png,images/PICTURE_509.png,<div><img width = '150' height = '150' src = 'images/PICTURE_583.png'></img></div>,d,D,TRUE,496,9414,674,342638,undefined,undefined
5,23,female,right,13,images/PICTURE_26.png,images/PICTURE_360.png,images/PICTURE_417.png,images/PICTURE_560.png,<div><img width = '150' height = '150' src = 'images/PICTURE_560.png'></img></div>,k,K,TRUE,324,10410,1390,356778,undefined,undefined
