participant, age, gender, handedness, block_number, stim1, stim2, stim3, stim4, stimulus, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, resp
88,24,male,right,1,images/PICTURE_659.png,images/PICTURE_223.png,images/PICTURE_490.png,images/PICTURE_15.png,<div><img width = '150' height = '150' src = 'images/PICTURE_15.png'></img></div>,k,K,TRUE,856,17416,873,136871,undefined,undefined
88,24,male,right,2,images/PICTURE_446.png,images/PICTURE_190.png,images/PICTURE_435.png,images/PICTURE_682.png,<div><img width = '150' height = '150' src = 'images/PICTURE_446.png'></img></div>,d,D,TRUE,786,6858,674,147213,undefined,undefined
88,24,male,right,3,images/PICTURE_425.png,images/PICTURE_189.png,images/PICTURE_78.png,images/PICTURE_204.png,<div><img width = '150' height = '150' src = 'images/PICTURE_204.png'></img></div>,k,K,TRUE,558,9631,785,160208,undefined,undefined
88,24,male,right,4,images/PICTURE_743.png,images/PICTURE_325.png,images/PICTURE_341.png,images/PICTURE_233.png,<div><img width = '150' height = '150' src = 'images/PICTURE_743.png'></img></div>,d,D,TRUE,540,6899,598,170261,undefined,undefined
88,24,male,right,5,images/PICTURE_426.png,images/PICTURE_750.png,images/PICTURE_527.png,images/PICTURE_416.png,<div><img width = '150' height = '150' src = 'images/PICTURE_426.png'></img></div>,d,D,TRUE,427,5797,515,179020,undefined,undefined
88,24,male,right,6,images/PICTURE_298.png,images/PICTURE_32.png,images/PICTURE_98.png,images/PICTURE_240.png,<div><img width = '150' height = '150' src = 'images/PICTURE_298.png'></img></div>,d,D,TRUE,554,7278,547,189417,undefined,undefined
88,24,male,right,7,images/PICTURE_400.png,images/PICTURE_630.png,images/PICTURE_458.png,images/PICTURE_108.png,<div><img width = '150' height = '150' src = 'images/PICTURE_630.png'></img></div>,d,F,FALSE,365,10441,522,202768,undefined,undefined
88,24,male,right,8,images/PICTURE_40.png,images/PICTURE_541.png,images/PICTURE_95.png,images/PICTURE_568.png,<div><img width = '150' height = '150' src = 'images/PICTURE_40.png'></img></div>,d,D,TRUE,372,5110,512,210785,undefined,undefined
88,24,male,right,9,images/PICTURE_676.png,images/PICTURE_523.png,images/PICTURE_315.png,images/PICTURE_356.png,<div><img width = '150' height = '150' src = 'images/PICTURE_315.png'></img></div>,f,J,FALSE,450,9744,708,223709,undefined,undefined
88,24,male,right,10,images/PICTURE_663.png,images/PICTURE_283.png,images/PICTURE_437.png,images/PICTURE_370.png,<div><img width = '150' height = '150' src = 'images/PICTURE_663.png'></img></div>,d,D,TRUE,593,8643,623,235590,undefined,undefined
88,24,male,right,11,images/PICTURE_728.png,images/PICTURE_154.png,images/PICTURE_263.png,images/PICTURE_365.png,<div><img width = '150' height = '150' src = 'images/PICTURE_365.png'></img></div>,k,K,TRUE,265,6544,703,245127,undefined,undefined
88,24,male,right,12,images/PICTURE_93.png,images/PICTURE_573.png,images/PICTURE_221.png,images/PICTURE_537.png,<div><img width = '150' height = '150' src = 'images/PICTURE_573.png'></img></div>,f,F,TRUE,282,8874,477,256783,undefined,undefined
88,24,male,right,13,images/PICTURE_579.png,images/PICTURE_566.png,images/PICTURE_715.png,images/PICTURE_322.png,<div><img width = '150' height = '150' src = 'images/PICTURE_322.png'></img></div>,k,K,TRUE,311,37609,656,297380,undefined,undefined
88,24,male,right,14,images/PICTURE_167.png,images/PICTURE_390.png,images/PICTURE_535.png,images/PICTURE_90.png,<div><img width = '150' height = '150' src = 'images/PICTURE_167.png'></img></div>,d,D,TRUE,398,6877,495,307171,undefined,undefined
88,24,male,right,15,images/PICTURE_651.png,images/PICTURE_152.png,images/PICTURE_549.png,images/PICTURE_273.png,<div><img width = '150' height = '150' src = 'images/PICTURE_549.png'></img></div>,d,J,FALSE,296,5416,500,315406,undefined,undefined
88,24,male,right,16,images/PICTURE_629.png,images/PICTURE_162.png,images/PICTURE_646.png,images/PICTURE_142.png,<div><img width = '150' height = '150' src = 'images/PICTURE_162.png'></img></div>,d,F,FALSE,372,12135,612,330547,undefined,undefined
