prolific_ID, age, gender, handedness, imageletter_con, block_number, block_type, letter_block, stim1, stim2, stim3, stim4, stimulus, stimulus_html, image_position, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, qnumber, resp
100,30,male,left,order_75_25,1,75,1,images/PICTURE_357.png,images/PICTURE_606.png,images/PICTURE_598.png,images/PICTURE_405.png,images/PICTURE_606.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_598.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">F</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,2,f,F,true,3784,9771,1314,2520511,undefined,undefined,undefined
100,30,male,left,order_75_25,2,75,1,images/PICTURE_43.png,images/PICTURE_310.png,images/PICTURE_122.png,images/PICTURE_348.png,images/PICTURE_122.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_310.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,1,j,J,true,788,5874,956,2530136,undefined,undefined,undefined
100,30,male,left,order_75_25,3,75,0,images/PICTURE_452.png,images/PICTURE_110.png,images/PICTURE_223.png,images/PICTURE_80.png,images/PICTURE_110.png,<div><img width = '150' height = '150' src = 'images/PICTURE_110.png'></img></div>,1,f,F,true,3846,5012,1064,2542064,undefined,undefined,undefined
100,30,male,left,order_75_25,4,75,0,images/PICTURE_162.png,images/PICTURE_653.png,images/PICTURE_40.png,images/PICTURE_299.png,images/PICTURE_162.png,<div><img width = '150' height = '150' src = 'images/PICTURE_162.png'></img></div>,0,d,D,true,740,5162,1288,2551260,undefined,undefined,undefined
100,30,male,left,order_75_25,5,75,1,images/PICTURE_371.png,images/PICTURE_584.png,images/PICTURE_282.png,images/PICTURE_219.png,images/PICTURE_219.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_584.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,1,f,K,false,1698,3372,2682,2561019,undefined,undefined,undefined
100,30,male,left,order_75_25,6,75,1,images/PICTURE_552.png,images/PICTURE_586.png,images/PICTURE_233.png,images/PICTURE_114.png,images/PICTURE_233.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_114.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,3,j,J,true,3367,6736,2319,2575447,undefined,undefined,undefined
100,30,male,left,order_75_25,7,75,0,images/PICTURE_721.png,images/PICTURE_268.png,images/PICTURE_326.png,images/PICTURE_562.png,images/PICTURE_562.png,<div><img width = '150' height = '150' src = 'images/PICTURE_562.png'></img></div>,3,k,K,true,934,3252,1637,2583275,undefined,undefined,undefined
100,30,male,left,order_75_25,8,75,0,images/PICTURE_324.png,images/PICTURE_153.png,images/PICTURE_92.png,images/PICTURE_380.png,images/PICTURE_324.png,<div><img width = '150' height = '150' src = 'images/PICTURE_324.png'></img></div>,0,d,D,true,102465,4121,614,2692481,undefined,undefined,undefined
100,30,male,left,order_75_25,9,75,0,images/PICTURE_52.png,images/PICTURE_665.png,images/PICTURE_206.png,images/PICTURE_415.png,images/PICTURE_665.png,<div><img width = '150' height = '150' src = 'images/PICTURE_665.png'></img></div>,1,f,F,true,586,3454,952,2699477,undefined,undefined,undefined
100,30,male,left,order_75_25,10,75,0,images/PICTURE_615.png,images/PICTURE_702.png,images/PICTURE_286.png,images/PICTURE_500.png,images/PICTURE_286.png,<div><img width = '150' height = '150' src = 'images/PICTURE_286.png'></img></div>,2,j,J,true,565,4207,1614,2707868,undefined,undefined,undefined
