prolific_ID, age, gender, handedness, imageletter_con, block_number, block_type, letter_block, stim1, stim2, stim3, stim4, stimulus, stimulus_html, image_position, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, qnumber, resp
93,27,male,right,order_75_25,1,75,0,images/PICTURE_338.png,images/PICTURE_356.png,images/PICTURE_725.png,images/PICTURE_209.png,images/PICTURE_338.png,<div><img width = '150' height = '150' src = 'images/PICTURE_338.png'></img></div>,0,d,D,true,3413,60168,902,590368,undefined,undefined,undefined
93,27,male,right,order_75_25,2,75,0,images/PICTURE_389.png,images/PICTURE_478.png,images/PICTURE_88.png,images/PICTURE_99.png,images/PICTURE_478.png,<div><img width = '150' height = '150' src = 'images/PICTURE_478.png'></img></div>,1,f,F,true,769,13149,742,607056,undefined,undefined,undefined
93,27,male,right,order_75_25,3,75,0,images/PICTURE_310.png,images/PICTURE_435.png,images/PICTURE_142.png,images/PICTURE_363.png,images/PICTURE_363.png,<div><img width = '150' height = '150' src = 'images/PICTURE_363.png'></img></div>,3,k,K,true,631,6405,959,617089,undefined,undefined,undefined
93,27,male,right,order_75_25,4,75,0,images/PICTURE_527.png,images/PICTURE_429.png,images/PICTURE_98.png,images/PICTURE_266.png,images/PICTURE_266.png,<div><img width = '150' height = '150' src = 'images/PICTURE_266.png'></img></div>,3,k,K,true,883,8374,1073,629448,undefined,undefined,undefined
93,27,male,right,order_75_25,5,75,0,images/PICTURE_302.png,images/PICTURE_76.png,images/PICTURE_277.png,images/PICTURE_319.png,images/PICTURE_302.png,<div><img width = '150' height = '150' src = 'images/PICTURE_302.png'></img></div>,0,d,D,true,920,3220,1285,636921,undefined,undefined,undefined
93,27,male,right,order_75_25,6,75,1,images/PICTURE_95.png,images/PICTURE_202.png,images/PICTURE_114.png,images/PICTURE_570.png,images/PICTURE_202.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_95.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">F</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,0,d,F,false,801,10156,7184,657121,undefined,undefined,undefined
93,27,male,right,order_75_25,7,75,0,images/PICTURE_23.png,images/PICTURE_406.png,images/PICTURE_326.png,images/PICTURE_703.png,images/PICTURE_23.png,<div><img width = '150' height = '150' src = 'images/PICTURE_23.png'></img></div>,0,d,D,true,2229,16180,1493,679072,undefined,undefined,undefined
93,27,male,right,order_75_25,8,75,1,images/PICTURE_498.png,images/PICTURE_79.png,images/PICTURE_115.png,images/PICTURE_581.png,images/PICTURE_115.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_581.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,3,d,J,false,773,12286,9913,704081,undefined,undefined,undefined
93,27,male,right,order_75_25,9,75,0,images/PICTURE_420.png,images/PICTURE_722.png,images/PICTURE_358.png,images/PICTURE_577.png,images/PICTURE_722.png,<div><img width = '150' height = '150' src = 'images/PICTURE_722.png'></img></div>,1,f,F,true,862,11322,1531,719838,undefined,undefined,undefined
93,27,male,right,order_75_25,10,75,1,images/PICTURE_728.png,images/PICTURE_521.png,images/PICTURE_724.png,images/PICTURE_120.png,images/PICTURE_120.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_728.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,0,k,K,true,510,7165,10994,740542,undefined,undefined,undefined
93,27,male,right,order_75_25,11,75,0,images/PICTURE_324.png,images/PICTURE_237.png,images/PICTURE_255.png,images/PICTURE_556.png,images/PICTURE_324.png,<div><img width = '150' height = '150' src = 'images/PICTURE_324.png'></img></div>,0,d,D,true,2077,7301,1236,753206,undefined,undefined,undefined
93,27,male,right,order_75_25,12,75,0,images/PICTURE_308.png,images/PICTURE_12.png,images/PICTURE_151.png,images/PICTURE_646.png,images/PICTURE_12.png,<div><img width = '150' height = '150' src = 'images/PICTURE_12.png'></img></div>,1,f,F,true,523,4789,1446,762006,undefined,undefined,undefined
93,27,male,right,order_75_25,13,75,0,images/PICTURE_685.png,images/PICTURE_133.png,images/PICTURE_735.png,images/PICTURE_370.png,images/PICTURE_735.png,<div><img width = '150' height = '150' src = 'images/PICTURE_735.png'></img></div>,2,j,J,true,436,7478,933,772894,undefined,undefined,undefined
93,27,male,right,order_75_25,14,75,0,images/PICTURE_172.png,images/PICTURE_19.png,images/PICTURE_223.png,images/PICTURE_601.png,images/PICTURE_19.png,<div><img width = '150' height = '150' src = 'images/PICTURE_19.png'></img></div>,1,f,F,true,412,8106,3065,786513,undefined,undefined,undefined
93,27,male,right,order_75_25,15,75,0,images/PICTURE_713.png,images/PICTURE_612.png,images/PICTURE_476.png,images/PICTURE_651.png,images/PICTURE_476.png,<div><img width = '150' height = '150' src = 'images/PICTURE_476.png'></img></div>,2,j,J,true,526,7972,1365,798425,undefined,undefined,undefined
93,27,male,right,order_75_25,16,75,0,images/PICTURE_529.png,images/PICTURE_417.png,images/PICTURE_33.png,images/PICTURE_261.png,images/PICTURE_33.png,<div><img width = '150' height = '150' src = 'images/PICTURE_33.png'></img></div>,2,k,J,false,609,5885,2310,809266,undefined,undefined,undefined
93,27,male,right,order_75_25,17,25,0,images/PICTURE_433.png,images/PICTURE_341.png,images/PICTURE_586.png,images/PICTURE_216.png,images/PICTURE_586.png,<div><img width = '150' height = '150' src = 'images/PICTURE_586.png'></img></div>,2,d,J,false,1382,6301,1129,830225,undefined,undefined,undefined
93,27,male,right,order_75_25,18,25,1,images/PICTURE_629.png,images/PICTURE_345.png,images/PICTURE_97.png,images/PICTURE_404.png,images/PICTURE_97.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_629.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,0,d,J,false,474,9893,6066,848693,undefined,undefined,undefined
93,27,male,right,order_75_25,19,25,1,images/PICTURE_711.png,images/PICTURE_605.png,images/PICTURE_655.png,images/PICTURE_684.png,images/PICTURE_605.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_711.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">F</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,0,d,F,false,1197,15396,6215,873540,undefined,undefined,undefined
93,27,male,right,order_75_25,20,25,0,images/PICTURE_62.png,images/PICTURE_201.png,images/PICTURE_161.png,images/PICTURE_414.png,images/PICTURE_414.png,<div><img width = '150' height = '150' src = 'images/PICTURE_414.png'></img></div>,3,j,K,false,1441,13885,1472,892380,undefined,undefined,undefined
93,27,male,right,order_75_25,21,25,1,images/PICTURE_85.png,images/PICTURE_604.png,images/PICTURE_391.png,images/PICTURE_232.png,images/PICTURE_232.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_85.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,0,k,K,true,440,11718,9747,916319,undefined,undefined,undefined
