prolific_ID, age, gender, handedness, imageletter_con, block_number, block_type, letter_block, stim1, stim2, stim3, stim4, stimulus, stimulus_html, image_position, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, qnumber, resp
15,34,female,right,order_75_25,1,75,0,images/PICTURE_199.png,images/PICTURE_127.png,images/PICTURE_262.png,images/PICTURE_79.png,images/PICTURE_79.png,<div><img width = '150' height = '150' src = 'images/PICTURE_79.png'></img></div>,3,k,K,true,2641,23369,1247,331366,undefined,undefined,undefined
15,34,female,right,order_75_25,2,75,0,images/PICTURE_590.png,images/PICTURE_359.png,images/PICTURE_134.png,images/PICTURE_498.png,images/PICTURE_134.png,<div><img width = '150' height = '150' src = 'images/PICTURE_134.png'></img></div>,2,j,J,true,5167,7389,2229,348207,undefined,undefined,undefined
15,34,female,right,order_75_25,3,75,0,images/PICTURE_200.png,images/PICTURE_296.png,images/PICTURE_745.png,images/PICTURE_587.png,images/PICTURE_296.png,<div><img width = '150' height = '150' src = 'images/PICTURE_296.png'></img></div>,1,f,F,true,9825,13941,1613,375631,undefined,undefined,undefined
15,34,female,right,order_75_25,4,75,1,images/PICTURE_652.png,images/PICTURE_46.png,images/PICTURE_373.png,images/PICTURE_702.png,images/PICTURE_46.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_702.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">F</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,3,d,F,false,894,16544,3805,398922,undefined,undefined,undefined
15,34,female,right,order_75_25,5,75,0,images/PICTURE_531.png,images/PICTURE_98.png,images/PICTURE_378.png,images/PICTURE_407.png,images/PICTURE_407.png,<div><img width = '150' height = '150' src = 'images/PICTURE_407.png'></img></div>,3,k,K,true,1264,12112,1011,415357,undefined,undefined,undefined
15,34,female,right,order_75_25,6,75,0,images/PICTURE_720.png,images/PICTURE_332.png,images/PICTURE_630.png,images/PICTURE_516.png,images/PICTURE_720.png,<div><img width = '150' height = '150' src = 'images/PICTURE_720.png'></img></div>,0,d,D,true,874,12450,655,431382,undefined,undefined,undefined
15,34,female,right,order_75_25,7,75,0,images/PICTURE_326.png,images/PICTURE_361.png,images/PICTURE_219.png,images/PICTURE_732.png,images/PICTURE_732.png,<div><img width = '150' height = '150' src = 'images/PICTURE_732.png'></img></div>,3,k,K,true,1023,5217,1369,441036,undefined,undefined,undefined
15,34,female,right,order_75_25,8,75,0,images/PICTURE_311.png,images/PICTURE_299.png,images/PICTURE_178.png,images/PICTURE_605.png,images/PICTURE_311.png,<div><img width = '150' height = '150' src = 'images/PICTURE_311.png'></img></div>,0,d,D,true,890,8758,853,453578,undefined,undefined,undefined
15,34,female,right,order_75_25,9,75,0,images/PICTURE_162.png,images/PICTURE_286.png,images/PICTURE_304.png,images/PICTURE_693.png,images/PICTURE_304.png,<div><img width = '150' height = '150' src = 'images/PICTURE_304.png'></img></div>,2,j,J,true,784,7864,1820,466107,undefined,undefined,undefined
15,34,female,right,order_75_25,10,75,0,images/PICTURE_448.png,images/PICTURE_588.png,images/PICTURE_505.png,images/PICTURE_402.png,images/PICTURE_448.png,<div><img width = '150' height = '150' src = 'images/PICTURE_448.png'></img></div>,0,d,D,true,975,10540,810,480467,undefined,undefined,undefined
15,34,female,right,order_75_25,11,75,1,images/PICTURE_190.png,images/PICTURE_126.png,images/PICTURE_226.png,images/PICTURE_571.png,images/PICTURE_126.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_190.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">F</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,0,j,F,false,872,6992,3123,493499,undefined,undefined,undefined
15,34,female,right,order_75_25,12,75,0,images/PICTURE_746.png,images/PICTURE_97.png,images/PICTURE_392.png,images/PICTURE_654.png,images/PICTURE_654.png,<div><img width = '150' height = '150' src = 'images/PICTURE_654.png'></img></div>,3,k,K,true,13881,7812,871,518108,undefined,undefined,undefined
