prolific_ID, age, gender, handedness, imageletter_con, block_number, block_type, letter_block, stim1, stim2, stim3, stim4, stimulus, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, qnumber, resp
83,34,male,right,order_75_25,1,75,0,images/PICTURE_375.png,images/PICTURE_425.png,images/PICTURE_199.png,images/PICTURE_487.png,<div><img width = '150' height = '150' src = 'images/PICTURE_375.png'></img></div>,d,D,true,4724,39390,1670,628318,undefined,undefined,undefined
83,34,male,right,order_75_25,2,75,0,images/PICTURE_452.png,images/PICTURE_724.png,images/PICTURE_332.png,images/PICTURE_659.png,<div><img width = '150' height = '150' src = 'images/PICTURE_332.png'></img></div>,f,J,false,1561,31162,1502,664636,undefined,undefined,undefined
83,34,male,right,order_75_25,3,75,1,images/PICTURE_422.png,images/PICTURE_219.png,images/PICTURE_115.png,images/PICTURE_127.png,<div id="images"><a><img src="images/PICTURE_422.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">D</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,d,D,true,2100,40219,2983,711998,undefined,undefined,undefined
83,34,male,right,order_75_25,4,75,0,images/PICTURE_299.png,images/PICTURE_598.png,images/PICTURE_325.png,images/PICTURE_735.png,<div><img width = '150' height = '150' src = 'images/PICTURE_325.png'></img></div>,f,J,false,9804,12891,1318,738047,undefined,undefined,undefined
83,34,male,right,order_75_25,5,75,0,images/PICTURE_618.png,images/PICTURE_515.png,images/PICTURE_145.png,images/PICTURE_292.png,<div><img width = '150' height = '150' src = 'images/PICTURE_145.png'></img></div>,j,J,true,1641,4829,767,747341,undefined,undefined,undefined
83,34,male,right,order_75_25,6,75,0,images/PICTURE_628.png,images/PICTURE_441.png,images/PICTURE_251.png,images/PICTURE_465.png,<div><img width = '150' height = '150' src = 'images/PICTURE_441.png'></img></div>,f,F,true,6699,24383,884,781375,undefined,undefined,undefined
83,34,male,right,order_75_25,7,75,0,images/PICTURE_523.png,images/PICTURE_745.png,images/PICTURE_456.png,images/PICTURE_80.png,<div><img width = '150' height = '150' src = 'images/PICTURE_456.png'></img></div>,j,J,true,1031,29873,898,815206,undefined,undefined,undefined
83,34,male,right,order_75_25,8,75,0,images/PICTURE_392.png,images/PICTURE_216.png,images/PICTURE_379.png,images/PICTURE_162.png,<div><img width = '150' height = '150' src = 'images/PICTURE_162.png'></img></div>,f,K,false,3379,33359,667,854777,undefined,undefined,undefined
83,34,male,right,order_75_25,9,75,0,images/PICTURE_535.png,images/PICTURE_178.png,images/PICTURE_52.png,images/PICTURE_642.png,<div><img width = '150' height = '150' src = 'images/PICTURE_52.png'></img></div>,j,J,true,997,12076,637,870515,undefined,undefined,undefined
83,34,male,right,order_75_25,10,75,0,images/PICTURE_687.png,images/PICTURE_76.png,images/PICTURE_273.png,images/PICTURE_633.png,<div><img width = '150' height = '150' src = 'images/PICTURE_273.png'></img></div>,j,J,true,1350,13171,873,887975,undefined,undefined,undefined
83,34,male,right,order_75_25,11,75,1,images/PICTURE_699.png,images/PICTURE_429.png,images/PICTURE_12.png,images/PICTURE_323.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_12.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,2103,26607,1109,919835,undefined,undefined,undefined
83,34,male,right,order_75_25,12,75,1,images/PICTURE_266.png,images/PICTURE_373.png,images/PICTURE_226.png,images/PICTURE_449.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_449.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,k,K,true,7415,51027,788,981087,undefined,undefined,undefined
83,34,male,right,order_75_25,13,75,1,images/PICTURE_404.png,images/PICTURE_418.png,images/PICTURE_725.png,images/PICTURE_341.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_725.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,851,18087,1188,1003313,undefined,undefined,undefined
83,34,male,right,order_75_25,14,75,0,images/PICTURE_324.png,images/PICTURE_517.png,images/PICTURE_225.png,images/PICTURE_206.png,<div><img width = '150' height = '150' src = 'images/PICTURE_517.png'></img></div>,f,F,true,1147,7636,868,1015142,undefined,undefined,undefined
83,34,male,right,order_75_25,15,75,1,images/PICTURE_23.png,images/PICTURE_95.png,images/PICTURE_516.png,images/PICTURE_174.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_95.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">F</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,f,F,true,3279,19894,549,1040923,undefined,undefined,undefined
83,34,male,right,order_75_25,16,75,0,images/PICTURE_267.png,images/PICTURE_419.png,images/PICTURE_308.png,images/PICTURE_626.png,<div><img width = '150' height = '150' src = 'images/PICTURE_308.png'></img></div>,j,J,true,1063,12151,579,1056862,undefined,undefined,undefined
83,34,male,right,order_75_25,17,25,1,images/PICTURE_26.png,images/PICTURE_542.png,images/PICTURE_554.png,images/PICTURE_62.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_554.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,1731,22463,985,1088689,undefined,undefined,undefined
83,34,male,right,order_75_25,18,25,0,images/PICTURE_334.png,images/PICTURE_505.png,images/PICTURE_84.png,images/PICTURE_36.png,<div><img width = '150' height = '150' src = 'images/PICTURE_334.png'></img></div>,f,D,false,2705,6951,628,1101003,undefined,undefined,undefined
83,34,male,right,order_75_25,19,25,1,images/PICTURE_92.png,images/PICTURE_614.png,images/PICTURE_708.png,images/PICTURE_637.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_708.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,3063,45710,586,1152401,undefined,undefined,undefined
