participant, age, gender, handedness, imageletter_con, block_number, block_type, letter_block, stim1, stim2, stim3, stim4, stimulus, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, resp
38,27,male,right,0,1,0,0,images/PICTURE_566.png,images/PICTURE_351.png,images/PICTURE_226.png,images/PICTURE_702.png,<div><img width = '150' height = '150' src = 'images/PICTURE_566.png'></img></div>,j,D,FALSE,1100,4785,2141,167083,undefined,undefined
38,27,male,right,0,2,0,0,images/PICTURE_322.png,images/PICTURE_283.png,images/PICTURE_14.png,images/PICTURE_104.png,<div><img width = '150' height = '150' src = 'images/PICTURE_322.png'></img></div>,d,D,TRUE,1315,5031,1165,176612,undefined,undefined
38,27,male,right,0,3,0,0,images/PICTURE_111.png,images/PICTURE_80.png,images/PICTURE_375.png,images/PICTURE_203.png,<div><img width = '150' height = '150' src = 'images/PICTURE_80.png'></img></div>,f,F,TRUE,561,5277,1544,186021,undefined,undefined
38,27,male,right,0,4,0,0,images/PICTURE_517.png,images/PICTURE_465.png,images/PICTURE_614.png,images/PICTURE_79.png,<div><img width = '150' height = '150' src = 'images/PICTURE_79.png'></img></div>,k,K,TRUE,489,3021,392,191949,undefined,undefined
38,27,male,right,0,5,0,0,images/PICTURE_745.png,images/PICTURE_662.png,images/PICTURE_59.png,images/PICTURE_416.png,<div><img width = '150' height = '150' src = 'images/PICTURE_59.png'></img></div>,j,J,TRUE,437,3563,647,198619,undefined,undefined
38,27,male,right,0,6,0,0,images/PICTURE_599.png,images/PICTURE_679.png,images/PICTURE_117.png,images/PICTURE_99.png,<div><img width = '150' height = '150' src = 'images/PICTURE_99.png'></img></div>,k,K,TRUE,384,2278,489,203813,undefined,undefined
38,27,male,right,0,7,0,0,images/PICTURE_158.png,images/PICTURE_725.png,images/PICTURE_435.png,images/PICTURE_367.png,<div><img width = '150' height = '150' src = 'images/PICTURE_435.png'></img></div>,j,J,TRUE,311,3510,350,210014,undefined,undefined
38,27,male,right,0,8,0,0,images/PICTURE_298.png,images/PICTURE_114.png,images/PICTURE_174.png,images/PICTURE_365.png,<div><img width = '150' height = '150' src = 'images/PICTURE_114.png'></img></div>,f,F,TRUE,335,3716,481,216574,undefined,undefined
38,27,male,right,0,9,0,0,images/PICTURE_336.png,images/PICTURE_240.png,images/PICTURE_36.png,images/PICTURE_429.png,<div><img width = '150' height = '150' src = 'images/PICTURE_429.png'></img></div>,j,K,FALSE,829,3713,2044,225188,undefined,undefined
38,27,male,right,0,10,0,0,images/PICTURE_627.png,images/PICTURE_713.png,images/PICTURE_7.png,images/PICTURE_639.png,<div><img width = '150' height = '150' src = 'images/PICTURE_639.png'></img></div>,k,K,TRUE,7576,5230,1510,241534,undefined,undefined
38,27,male,right,0,11,0,0,images/PICTURE_216.png,images/PICTURE_449.png,images/PICTURE_607.png,images/PICTURE_400.png,<div><img width = '150' height = '150' src = 'images/PICTURE_400.png'></img></div>,j,K,FALSE,320,2950,705,247523,undefined,undefined
38,27,male,right,0,12,0,0,images/PICTURE_194.png,images/PICTURE_72.png,images/PICTURE_556.png,images/PICTURE_654.png,<div><img width = '150' height = '150' src = 'images/PICTURE_556.png'></img></div>,j,J,TRUE,144,4807,385,254867,undefined,undefined
38,27,male,right,0,13,0,0,images/PICTURE_687.png,images/PICTURE_172.png,images/PICTURE_407.png,images/PICTURE_470.png,<div><img width = '150' height = '150' src = 'images/PICTURE_470.png'></img></div>,k,K,TRUE,511,5384,730,263508,undefined,undefined
38,27,male,right,0,14,0,0,images/PICTURE_177.png,images/PICTURE_148.png,images/PICTURE_251.png,images/PICTURE_558.png,<div><img width = '150' height = '150' src = 'images/PICTURE_251.png'></img></div>,j,J,TRUE,347,2373,733,268980,undefined,undefined
38,27,male,right,0,15,0,0,images/PICTURE_716.png,images/PICTURE_88.png,images/PICTURE_110.png,images/PICTURE_75.png,<div><img width = '150' height = '150' src = 'images/PICTURE_716.png'></img></div>,k,D,FALSE,414,2542,554,274499,undefined,undefined
38,27,male,right,0,16,0,0,images/PICTURE_304.png,images/PICTURE_234.png,images/PICTURE_308.png,images/PICTURE_142.png,<div><img width = '150' height = '150' src = 'images/PICTURE_304.png'></img></div>,d,D,TRUE,455,2708,904,280579,undefined,undefined
38,27,male,right,0,17,1,0,images/PICTURE_290.png,images/PICTURE_153.png,images/PICTURE_277.png,images/PICTURE_23.png,<div><img width = '150' height = '150' src = 'images/PICTURE_277.png'></img></div>,j,J,TRUE,1064,5360,853,290141,undefined,undefined
38,27,male,right,0,18,1,1,images/PICTURE_612.png,images/PICTURE_305.png,images/PICTURE_341.png,images/PICTURE_63.png,"<div id=""images""><a><img src=""images/PICTURE_612.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">D</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a></div>",d,D,TRUE,345,3280,3727,299507,undefined,undefined
38,27,male,right,0,19,1,0,images/PICTURE_479.png,images/PICTURE_105.png,images/PICTURE_84.png,images/PICTURE_212.png,<div><img width = '150' height = '150' src = 'images/PICTURE_212.png'></img></div>,k,K,TRUE,384,4188,1420,307515,undefined,undefined
38,27,male,right,0,20,1,0,images/PICTURE_299.png,images/PICTURE_637.png,images/PICTURE_199.png,images/PICTURE_368.png,<div><img width = '150' height = '150' src = 'images/PICTURE_299.png'></img></div>,d,D,TRUE,381,4144,733,314788,undefined,undefined
38,27,male,right,0,21,1,0,images/PICTURE_618.png,images/PICTURE_571.png,images/PICTURE_261.png,images/PICTURE_190.png,<div><img width = '150' height = '150' src = 'images/PICTURE_618.png'></img></div>,d,D,TRUE,410,3308,582,321109,undefined,undefined
38,27,male,right,0,22,1,1,images/PICTURE_267.png,images/PICTURE_406.png,images/PICTURE_682.png,images/PICTURE_397.png,"<div id=""images""><a><img src=""images/PICTURE_267.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">D</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a></div>",d,D,TRUE,104,2221,853,326307,undefined,undefined
38,27,male,right,0,23,1,1,images/PICTURE_116.png,images/PICTURE_565.png,images/PICTURE_734.png,images/PICTURE_362.png,"<div id=""images""><a><img src=""images/PICTURE_116.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">D</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a></div>",d,D,TRUE,413,2196,677,331613,undefined,undefined
38,27,male,right,0,24,1,0,images/PICTURE_52.png,images/PICTURE_258.png,images/PICTURE_684.png,images/PICTURE_262.png,<div><img width = '150' height = '150' src = 'images/PICTURE_52.png'></img></div>,d,D,TRUE,98,3115,561,337403,undefined,undefined
