participant, age, gender, handedness, imageletter_con, block_number, block_type, letter_block, stim1, stim2, stim3, stim4, stimulus, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, resp
8,35,male,right,1,1,1,1,images/PICTURE_252.png,images/PICTURE_283.png,images/PICTURE_259.png,images/PICTURE_40.png,"<div id=""images""><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""images/PICTURE_283.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">F</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a></div>",f,F,TRUE,1138,43034,898,229573,undefined,undefined
8,35,male,right,1,2,1,0,images/PICTURE_367.png,images/PICTURE_620.png,images/PICTURE_720.png,images/PICTURE_482.png,<div><img width = '150' height = '150' src = 'images/PICTURE_620.png'></img></div>,f,F,TRUE,937,6758,887,240224,undefined,undefined
8,35,male,right,1,3,1,0,images/PICTURE_629.png,images/PICTURE_397.png,images/PICTURE_357.png,images/PICTURE_101.png,<div><img width = '150' height = '150' src = 'images/PICTURE_397.png'></img></div>,d,F,FALSE,1100,7187,1015,251562,undefined,undefined
8,35,male,right,1,4,1,0,images/PICTURE_46.png,images/PICTURE_549.png,images/PICTURE_628.png,images/PICTURE_130.png,<div><img width = '150' height = '150' src = 'images/PICTURE_46.png'></img></div>,d,D,TRUE,753,9981,773,265105,undefined,undefined
8,35,male,right,1,5,1,1,images/PICTURE_88.png,images/PICTURE_546.png,images/PICTURE_266.png,images/PICTURE_63.png,"<div id=""images""><a><img src=""images/PICTURE_88.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">D</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a></div>",d,D,TRUE,647,3280,846,271930,undefined,undefined
8,35,male,right,1,6,1,0,images/PICTURE_479.png,images/PICTURE_586.png,images/PICTURE_690.png,images/PICTURE_333.png,<div><img width = '150' height = '150' src = 'images/PICTURE_690.png'></img></div>,j,J,TRUE,640,7722,972,283306,undefined,undefined
8,35,male,right,1,7,1,1,images/PICTURE_353.png,images/PICTURE_645.png,images/PICTURE_302.png,images/PICTURE_215.png,"<div id=""images""><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""images/PICTURE_215.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">K</div></a></div>",k,K,TRUE,946,5069,761,292170,undefined,undefined
8,35,male,right,1,8,1,0,images/PICTURE_325.png,images/PICTURE_334.png,images/PICTURE_15.png,images/PICTURE_339.png,<div><img width = '150' height = '150' src = 'images/PICTURE_325.png'></img></div>,d,D,TRUE,704,3217,533,298681,undefined,undefined
8,35,male,right,1,9,1,0,images/PICTURE_664.png,images/PICTURE_379.png,images/PICTURE_251.png,images/PICTURE_356.png,<div><img width = '150' height = '150' src = 'images/PICTURE_356.png'></img></div>,j,K,FALSE,547,3238,838,305353,undefined,undefined
8,35,male,right,1,10,1,0,images/PICTURE_10.png,images/PICTURE_360.png,images/PICTURE_177.png,images/PICTURE_72.png,<div><img width = '150' height = '150' src = 'images/PICTURE_10.png'></img></div>,k,D,FALSE,645,2815,849,311721,undefined,undefined
