participant, age, gender, handedness, imageletter_con, block_number, block_type, letter_block, stim1, stim2, stim3, stim4, stimulus, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, resp
4,27,male,right,0,1,0,0,images/PICTURE_14.png,images/PICTURE_531.png,images/PICTURE_59.png,images/PICTURE_556.png,<div><img width = '150' height = '150' src = 'images/PICTURE_14.png'></img></div>,d,D,TRUE,1577,10622,1455,288483,undefined,undefined
4,27,male,right,0,2,0,0,images/PICTURE_584.png,images/PICTURE_147.png,images/PICTURE_433.png,images/PICTURE_209.png,<div><img width = '150' height = '150' src = 'images/PICTURE_209.png'></img></div>,j,K,FALSE,4319,2520,1199,298529,undefined,undefined
4,27,male,right,0,3,0,0,images/PICTURE_529.png,images/PICTURE_489.png,images/PICTURE_534.png,images/PICTURE_357.png,<div><img width = '150' height = '150' src = 'images/PICTURE_489.png'></img></div>,f,F,TRUE,1149,2603,973,305262,undefined,undefined
4,27,male,right,0,4,0,0,images/PICTURE_360.png,images/PICTURE_72.png,images/PICTURE_685.png,images/PICTURE_722.png,<div><img width = '150' height = '150' src = 'images/PICTURE_360.png'></img></div>,d,D,TRUE,3225,5793,635,316923,undefined,undefined
4,27,male,right,0,5,0,0,images/PICTURE_161.png,images/PICTURE_212.png,images/PICTURE_406.png,images/PICTURE_635.png,<div><img width = '150' height = '150' src = 'images/PICTURE_161.png'></img></div>,d,D,TRUE,1747,3131,874,324683,undefined,undefined
4,27,male,right,0,6,0,0,images/PICTURE_327.png,images/PICTURE_233.png,images/PICTURE_568.png,images/PICTURE_605.png,<div><img width = '150' height = '150' src = 'images/PICTURE_327.png'></img></div>,d,D,TRUE,485,2508,2299,331982,undefined,undefined
4,27,male,right,0,7,0,0,images/PICTURE_708.png,images/PICTURE_23.png,images/PICTURE_310.png,images/PICTURE_343.png,<div><img width = '150' height = '150' src = 'images/PICTURE_708.png'></img></div>,d,D,TRUE,541,1736,786,337051,undefined,undefined
4,27,male,right,0,8,0,0,images/PICTURE_133.png,images/PICTURE_138.png,images/PICTURE_117.png,images/PICTURE_713.png,<div><img width = '150' height = '150' src = 'images/PICTURE_117.png'></img></div>,k,J,FALSE,879,2008,1775,343721,undefined,undefined
4,27,male,right,0,9,0,0,images/PICTURE_601.png,images/PICTURE_597.png,images/PICTURE_88.png,images/PICTURE_718.png,<div><img width = '150' height = '150' src = 'images/PICTURE_597.png'></img></div>,f,F,TRUE,574,3300,1641,351243,undefined,undefined
4,27,male,right,0,10,0,0,images/PICTURE_587.png,images/PICTURE_255.png,images/PICTURE_487.png,images/PICTURE_599.png,<div><img width = '150' height = '150' src = 'images/PICTURE_599.png'></img></div>,k,K,TRUE,594,2016,811,356672,undefined,undefined
4,27,male,right,0,11,0,0,images/PICTURE_333.png,images/PICTURE_110.png,images/PICTURE_266.png,images/PICTURE_25.png,<div><img width = '150' height = '150' src = 'images/PICTURE_110.png'></img></div>,d,F,FALSE,1793,2202,769,363446,undefined,undefined
4,27,male,right,0,12,0,0,images/PICTURE_448.png,images/PICTURE_206.png,images/PICTURE_633.png,images/PICTURE_672.png,<div><img width = '150' height = '150' src = 'images/PICTURE_672.png'></img></div>,k,K,TRUE,1394,3478,850,371175,undefined,undefined
4,27,male,right,0,13,0,0,images/PICTURE_591.png,images/PICTURE_84.png,images/PICTURE_95.png,images/PICTURE_277.png,<div><img width = '150' height = '150' src = 'images/PICTURE_84.png'></img></div>,j,F,FALSE,1515,2660,4525,381881,undefined,undefined
4,27,male,right,0,14,0,0,images/PICTURE_370.png,images/PICTURE_226.png,images/PICTURE_679.png,images/PICTURE_78.png,<div><img width = '150' height = '150' src = 'images/PICTURE_78.png'></img></div>,k,K,TRUE,966,12427,763,398045,undefined,undefined
4,27,male,right,0,15,0,0,images/PICTURE_606.png,images/PICTURE_389.png,images/PICTURE_402.png,images/PICTURE_478.png,<div><img width = '150' height = '150' src = 'images/PICTURE_478.png'></img></div>,k,K,TRUE,1509,8647,569,410776,undefined,undefined
4,27,male,right,0,16,0,0,images/PICTURE_322.png,images/PICTURE_488.png,images/PICTURE_232.png,images/PICTURE_237.png,<div><img width = '150' height = '150' src = 'images/PICTURE_232.png'></img></div>,j,J,TRUE,266,6660,528,420235,undefined,undefined
4,27,male,right,0,17,1,1,images/PICTURE_400.png,images/PICTURE_297.png,images/PICTURE_361.png,images/PICTURE_115.png,"<div id=""images""><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""images/PICTURE_361.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">J</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a></div>",j,J,TRUE,1095,6082,822,444223,undefined,undefined
4,27,male,right,0,18,1,1,images/PICTURE_183.png,images/PICTURE_80.png,images/PICTURE_416.png,images/PICTURE_164.png,"<div id=""images""><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""images/PICTURE_164.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">K</div></a></div>",k,K,TRUE,3556,3939,675,454402,undefined,undefined
4,27,male,right,0,19,1,1,images/PICTURE_77.png,images/PICTURE_640.png,images/PICTURE_249.png,images/PICTURE_651.png,"<div id=""images""><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""images/PICTURE_651.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">K</div></a></div>",k,K,TRUE,638,2290,815,460153,undefined,undefined
4,27,male,right,0,20,1,1,images/PICTURE_636.png,images/PICTURE_314.png,images/PICTURE_372.png,images/PICTURE_517.png,"<div id=""images""><a><img src=""images/PICTURE_636.png"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">D</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a><a><img src=""instructions/placeholder.PNG"" width=""150px"" height=""150px"" style=""padding-bottom: 50px;""><div class=""caption"">-</div></a></div>",d,D,TRUE,729,3624,1407,467921,undefined,undefined
